"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"2125";"3000   ";"71100";"MW00000";"1994JJ00";"     0.0";"    42.5";"    57.5";"47.7";"9.8";"   177.2";"    80.6"
"2126";"3000   ";"71100";"MW00000";"1995JJ00";"     0.4";"    45.0";"    54.6";"46.1";"8.5";"   177.3";"    80.7"
"2127";"3000   ";"71100";"MW00000";"1996JJ00";"     0.5";"    41.2";"    58.4";"46.1";"12.2";"   177.0";"    81.5"
"2128";"3000   ";"71100";"MW00000";"1997JJ00";"     0.7";"    41.0";"    58.3";"49.9";"8.4";"   177.7";"    81.8"
"2129";"3000   ";"71100";"MW00000";"1998JJ00";"     1.1";"    39.4";"    59.5";"48.5";"11.0";"   178.8";"    83.0"
"2130";"3000   ";"71100";"MW00000";"1999JJ00";"     0.2";"    42.7";"    57.1";"45.4";"11.7";"   178.9";"    83.6"
"2131";"3000   ";"71100";"MW00000";"2000JJ00";"     0.5";"    35.3";"    64.2";"50.9";"13.3";"   179.1";"    84.9"
"2132";"3000   ";"71100";"MW00000";"2001JJ00";"     0.3";"    37.2";"    62.5";"51.6";"10.9";"   179.1";"    83.9"
"2133";"3000   ";"71100";"MW00000";"2002JJ00";"     0.3";"    37.7";"    62.0";"49.1";"12.9";"   179.5";"    84.8"
"2134";"3000   ";"71100";"MW00000";"2003JJ00";"     0.6";"    34.7";"    64.7";"50.4";"14.3";"   180.0";"    85.6"
"2135";"3000   ";"71100";"MW00000";"2004JJ00";"     0.5";"    39.1";"    60.4";"45.7";"14.7";"   179.9";"    85.3"
"2136";"3000   ";"71100";"MW00000";"2005JJ00";"     0.5";"    43.9";"    55.6";"44.3";"11.3";"   179.9";"    83.9"
"2137";"3000   ";"71100";"MW00000";"2006JJ00";"     1.3";"    43.0";"    55.7";"41.4";"14.3";"   180.1";"    84.3"
"2138";"3000   ";"71100";"MW00000";"2007JJ00";"     1.5";"    35.4";"    63.1";"48.8";"14.2";"   180.2";"    85.9"
"2139";"3000   ";"71100";"MW00000";"2008JJ00";"     0.6";"    38.0";"    61.4";"50.2";"11.1";"   181.4";"    85.6"
"2140";"3000   ";"71100";"MW00000";"2009JJ00";"     1.2";"    34.6";"    64.2";"46.3";"17.9";"   181.1";"    87.7"
"2141";"3000   ";"71100";"MW00000";"2010JJ00";"     0.7";"    39.9";"    59.4";"47.9";"11.5";"   181.1";"    86.0"
"2142";"3000   ";"71100";"MW00000";"2011JJ00";"     0.4";"    36.2";"    63.4";"48.7";"14.7";"   181.2";"    86.9"
"2143";"3000   ";"71100";"MW00000";"2012JJ00";"     0.2";"    41.1";"    58.8";"45.9";"12.8";"   181.0";"    85.9"
"2144";"3000   ";"71100";"MW00000";"2013JJ00";"     0.0";"    37.7";"    62.3";"50.2";"12.1";"   181.7";"    86.7"
"2145";"3000   ";"71100";"MW00000";"2014JJ00";"     0.9";"    36.1";"    63.0";"50.0";"13.0";"   181.4";"    87.1"
"2146";"3000   ";"71100";"MW00000";"2015JJ00";"     0.4";"    37.7";"    62.0";"48.4";"13.5";"   181.2";"    86.4"
"2147";"3000   ";"71100";"MW00000";"2016JJ00";"     0.6";"    38.3";"    61.0";"42.8";"18.2";"   181.6";"    87.9"
"2148";"3000   ";"71100";"MW00000";"2017JJ00";"     0.7";"    36.2";"    63.2";"48.5";"14.7";"   181.6";"    87.2"
"2149";"3000   ";"71100";"MW00000";"2018JJ00";"     0.3";"    38.0";"    61.7";"46.7";"15.0";"   181.6";"    87.8"
"2150";"3000   ";"71100";"MW00000";"2019JJ00";"     0.0";"    33.6";"    66.4";"45.2";"21.1";"   181.2";"    88.6"
"2151";"3000   ";"71100";"MW00000";"1981X001";"     0.8";"    48.0";"    51.2";"45.2";"6.0";"   175.7";"    78.0"
"2152";"3000   ";"71100";"MW00000";"1985X001";"     0.8";"    51.1";"    48.1";"42.0";"6.0";"   176.1";"    77.9"
"2153";"3000   ";"71100";"MW00000";"1989X001";"     0.5";"    45.1";"    54.4";"47.0";"7.4";"   176.7";"    79.6"
"2154";"3000   ";"71100";"MW00000";"1993X001";"     0.6";"    43.7";"    55.7";"46.0";"9.7";"   177.3";"    80.7"
"2155";"3000   ";"71100";"MW00000";"1997X001";"     0.6";"    39.5";"    59.8";"48.7";"11.2";"   178.7";"    83.4"
"2156";"3000   ";"71100";"MW00000";"2001X001";"     0.4";"    37.2";"    62.4";"49.3";"13.1";"   179.6";"    84.9"
"2157";"3000   ";"71100";"MW00000";"2005X001";"     1.0";"    40.1";"    58.9";"46.2";"12.7";"   180.4";"    84.9"
"2158";"3000   ";"71100";"MW00000";"2009X001";"     0.6";"    37.9";"    61.4";"47.2";"14.2";"   181.1";"    86.6"
"2159";"3000   ";"71100";"MW00000";"2013X001";"     0.5";"    37.4";"    62.1";"47.8";"14.2";"   181.5";"    87.0"
"2160";"3000   ";"71100";"B000150";"1981JJ00";"     0.3";"     3.2";"     3.2";"3.2";"1.2";"     0.4";"     0.6"
"2161";"3000   ";"71100";"B000150";"1982JJ00";"     0.8";"     3.2";"     3.2";"3.2";"1.4";"     0.4";"     0.7"
"2162";"3000   ";"71100";"B000150";"1983JJ00";"     0.4";"     3.2";"     3.2";"3.2";"1.9";"     0.5";"     0.7"
"2163";"3000   ";"71100";"B000150";"1984JJ00";"     0.6";"     3.1";"     3.1";"3.1";"1.4";"     0.5";"     0.6"
"2164";"3000   ";"71100";"B000150";"1985JJ00";"     0.4";"     3.2";"     3.2";"3.2";"1.3";"     0.4";"     0.6"
"2165";"3000   ";"71100";"B000150";"1986JJ00";"     0.6";"     3.2";"     3.2";"3.1";"1.5";"     0.5";"     0.7"
"2166";"3000   ";"71100";"B000150";"1987JJ00";"     0.9";"     3.4";"     3.4";"3.3";"1.4";"     0.5";"     0.7"
"2167";"3000   ";"71100";"B000150";"1988JJ00";"     0.0";"     3.5";"     3.5";"3.5";"2.0";"     0.4";"     0.7"
"2168";"3000   ";"71100";"B000150";"1989JJ00";"     0.0";"     3.3";"     3.3";"3.3";"1.7";"     0.5";"     0.7"
"2169";"3000   ";"71100";"B000150";"1990JJ00";"     0.5";"     3.5";"     3.5";"3.5";"1.8";"     0.5";"     0.8"
"2170";"3000   ";"71100";"B000150";"1991JJ00";"     0.6";"     3.6";"     3.6";"3.6";"1.9";"     0.5";"     0.7"
"2171";"3000   ";"71100";"B000150";"1992JJ00";"     0.6";"     3.2";"     3.2";"3.2";"1.7";"     0.5";"     0.7"
"2172";"3000   ";"71100";"B000150";"1993JJ00";"     0.8";"     3.3";"     3.3";"3.3";"1.8";"     0.5";"     0.7"
"2173";"3000   ";"71100";"B000150";"1994JJ00";"     0.0";"     3.1";"     3.1";"3.1";"1.9";"     0.4";"     0.7"
"2174";"3000   ";"71100";"B000150";"1995JJ00";"     0.4";"     3.0";"     3.0";"3.0";"1.7";"     0.4";"     0.7"
"2175";"3000   ";"71100";"B000150";"1996JJ00";"     0.4";"     3.0";"     3.0";"3.0";"2.0";"     0.4";"     0.7"
"2176";"3000   ";"71100";"B000150";"1997JJ00";"     0.4";"     2.6";"     2.6";"2.7";"1.5";"     0.4";"     0.6"
"2177";"3000   ";"71100";"B000150";"1998JJ00";"     0.6";"     2.7";"     2.7";"2.8";"1.7";"     0.4";"     0.7"
"2178";"3000   ";"71100";"B000150";"1999JJ00";"     0.3";"     2.6";"     2.6";"2.6";"1.7";"     0.4";"     0.6"
"2179";"3000   ";"71100";"B000150";"2000JJ00";"     0.4";"     2.5";"     2.5";"2.6";"1.8";"     0.4";"     0.6"
"2180";"3000   ";"71100";"B000150";"2001JJ00";"     0.3";"     2.5";"     2.5";"2.6";"1.6";"     0.4";"     0.6"
"2181";"3000   ";"71100";"B000150";"2002JJ00";"     0.3";"     2.6";"     2.6";"2.7";"1.8";"     0.4";"     0.7"
"2182";"3000   ";"71100";"B000150";"2003JJ00";"     0.4";"     2.6";"     2.6";"2.7";"1.9";"     0.4";"     0.7"
"2183";"3000   ";"71100";"B000150";"2004JJ00";"     0.4";"     2.5";"     2.5";"2.5";"1.8";"     0.4";"     0.7"
"2184";"3000   ";"71100";"B000150";"2005JJ00";"     0.4";"     2.6";"     2.6";"2.6";"1.7";"     0.4";"     0.7"
"2185";"3000   ";"71100";"B000150";"2006JJ00";"     0.6";"     2.7";"     2.7";"2.7";"1.9";"     0.4";"     0.8"
"2186";"3000   ";"71100";"B000150";"2007JJ00";"     0.7";"     2.7";"     2.8";"2.9";"2.0";"     0.4";"     0.8"
"2187";"3000   ";"71100";"B000150";"2008JJ00";"     0.4";"     2.7";"     2.7";"2.8";"1.7";"     0.4";"     0.7"
"2188";"3000   ";"71100";"B000150";"2009JJ00";"     0.6";"     2.7";"     2.7";"2.8";"2.1";"     0.4";"     0.9"
"2189";"3000   ";"71100";"B000150";"2010JJ00";"     0.3";"     2.0";"     2.1";"2.1";"1.3";"     0.3";"     0.5"
"2190";"3000   ";"71100";"B000150";"2011JJ00";"     0.3";"     2.1";"     2.1";"2.2";"1.6";"     0.3";"     0.6"
"2191";"3000   ";"71100";"B000150";"2012JJ00";"     0.2";"     2.2";"     2.2";"2.2";"1.5";"     0.3";"     0.6"
"2192";"3000   ";"71100";"B000150";"2013JJ00";"     0.0";"     2.2";"     2.2";"2.2";"1.5";"     0.3";"     0.6"
"2193";"3000   ";"71100";"B000150";"2014JJ00";"     0.5";"     2.5";"     2.6";"2.7";"1.8";"     0.4";"     0.8"
"2194";"3000   ";"71100";"B000150";"2015JJ00";"     0.3";"     2.6";"     2.6";"2.7";"1.8";"     0.4";"     0.7"
"2195";"3000   ";"71100";"B000150";"2016JJ00";"     0.4";"     2.6";"     2.6";"2.7";"2.1";"     0.4";"     0.8"
"2196";"3000   ";"71100";"B000150";"2017JJ00";"     0.4";"     2.5";"     2.5";"2.6";"1.8";"     0.4";"     0.7"
"2197";"3000   ";"71100";"B000150";"2018JJ00";"     0.3";"     2.5";"     2.5";"2.6";"1.8";"     0.4";"     0.7"
"2198";"3000   ";"71100";"B000150";"2019JJ00";"     0.0";"     2.5";"     2.5";"2.6";"2.1";"     0.4";"     0.8"
"2199";"3000   ";"71100";"B000150";"1981X001";"     0.3";"     1.6";"     1.6";"1.6";"0.8";"     0.2";"     0.3"
"2200";"3000   ";"71100";"B000150";"1985X001";"     0.3";"     1.7";"     1.7";"1.6";"0.8";"     0.2";"     0.3"
"2201";"3000   ";"71100";"B000150";"1989X001";"     0.2";"     1.7";"     1.7";"1.7";"0.9";"     0.2";"     0.4"
"2202";"3000   ";"71100";"B000150";"1993X001";"     0.2";"     1.5";"     1.5";"1.6";"0.9";"     0.2";"     0.4"
"2203";"3000   ";"71100";"B000150";"1997X001";"     0.2";"     1.3";"     1.3";"1.3";"0.8";"     0.2";"     0.3"
"2204";"3000   ";"71100";"B000150";"2001X001";"     0.2";"     1.3";"     1.3";"1.3";"0.9";"     0.2";"     0.3"
"2205";"3000   ";"71100";"B000150";"2005X001";"     0.3";"     1.3";"     1.4";"1.4";"0.9";"     0.2";"     0.4"
"2206";"3000   ";"71100";"B000150";"2009X001";"     0.2";"     1.1";"     1.1";"1.1";"0.8";"     0.2";"     0.3"
"2207";"3000   ";"71100";"B000150";"2013X001";"     0.2";"     1.2";"     1.2";"1.3";"0.9";"     0.2";"     0.3"
"2208";"3000   ";"53900";"MW00000";"1981JJ00";"     0.3";"    49.1";"    50.6";"44.5";"6.1";"   175.6";"    78.2"
"2209";"3000   ";"53900";"MW00000";"1982JJ00";"     0.4";"    46.7";"    52.9";"48.6";"4.3";"   175.4";"    78.0"
"2210";"3000   ";"53900";"MW00000";"1983JJ00";"     1.1";"    47.5";"    51.4";"47.1";"4.3";"   175.2";"    77.4"
"2211";"3000   ";"53900";"MW00000";"1984JJ00";"     1.0";"    47.3";"    51.6";"48.0";"3.6";"   175.2";"    77.0"
"2212";"3000   ";"53900";"MW00000";"1985JJ00";"     0.9";"    48.0";"    51.2";"45.9";"5.3";"   175.7";"    78.1"
"2213";"3000   ";"53900";"MW00000";"1986JJ00";"     0.8";"    48.6";"    50.5";"44.5";"6.0";"   175.4";"    78.0"
"2214";"3000   ";"53900";"MW00000";"1987JJ00";"     0.7";"    47.2";"    52.1";"46.3";"5.8";"   175.2";"    77.4"
"2215";"3000   ";"53900";"MW00000";"1988JJ00";"     0.6";"    44.4";"    55.0";"53.1";"1.9";"   176.7";"    78.8"
"2216";"3000   ";"53900";"MW00000";"1989JJ00";"     0.3";"    42.7";"    57.0";"49.4";"7.6";"   175.5";"    79.1"
"2217";"3000   ";"53900";"MW00000";"1990JJ00";"     1.0";"    45.7";"    53.3";"45.9";"7.4";"   175.8";"    78.6"
"2218";"3000   ";"53900";"MW00000";"1991JJ00";"     0.9";"    45.4";"    53.7";"46.2";"7.5";"   175.7";"    78.7"
"2219";"3000   ";"53900";"MW00000";"1992JJ00";"     0.3";"    45.5";"    54.2";"47.4";"6.9";"   175.6";"    78.6"
"2220";"3000   ";"53900";"MW00000";"1993JJ00";"     0.5";"    46.5";"    53.0";"46.0";"7.0";"   176.5";"    79.4"
"2221";"3000   ";"53900";"MW00000";"1994JJ00";"     0.2";"    39.2";"    60.5";"49.9";"10.7";"   176.1";"    80.6"
"2222";"3000   ";"53900";"MW00000";"1995JJ00";"     1.3";"    43.9";"    54.8";"46.3";"8.5";"   175.9";"    79.3"
"2223";"3000   ";"53900";"MW00000";"1996JJ00";"     0.8";"    41.4";"    57.8";"49.0";"8.8";"   176.7";"    80.8"
"2224";"3000   ";"53900";"MW00000";"1997JJ00";"     0.6";"    42.3";"    57.1";"45.8";"11.3";"   177.2";"    81.3"
"2225";"3000   ";"53900";"MW00000";"1998JJ00";"     0.2";"    42.0";"    57.8";"50.3";"7.5";"   177.6";"    80.6"
"2226";"3000   ";"53900";"MW00000";"1999JJ00";"     0.3";"    39.0";"    60.6";"48.9";"11.8";"   177.9";"    82.3"
"2227";"3000   ";"53900";"MW00000";"2000JJ00";"     0.5";"    37.8";"    61.7";"50.1";"11.5";"   177.5";"    82.7"
"2228";"3000   ";"53900";"MW00000";"2001JJ00";"     0.8";"    40.4";"    58.8";"46.3";"12.4";"   178.1";"    82.7"
"2229";"3000   ";"53900";"MW00000";"2002JJ00";"     0.8";"    33.5";"    65.7";"50.0";"15.7";"   177.7";"    83.5"
"2230";"3000   ";"53900";"MW00000";"2003JJ00";"     0.5";"    36.4";"    63.1";"50.4";"12.7";"   178.6";"    84.0"
"2231";"3000   ";"53900";"MW00000";"2004JJ00";"     0.2";"    36.2";"    63.6";"49.5";"14.1";"   178.7";"    84.7"
"2232";"3000   ";"53900";"MW00000";"2005JJ00";"     0.4";"    32.0";"    67.6";"51.9";"15.7";"   178.8";"    84.9"
"2233";"3000   ";"53900";"MW00000";"2006JJ00";"     0.4";"    36.6";"    63.0";"48.8";"14.2";"   178.7";"    84.2"
"2234";"3000   ";"53900";"MW00000";"2007JJ00";"     0.5";"    37.7";"    61.8";"47.9";"14.0";"   179.2";"    84.7"
"2235";"3000   ";"53900";"MW00000";"2008JJ00";"     0.8";"    34.4";"    64.7";"49.6";"15.2";"   178.7";"    85.0"
"2236";"3000   ";"53900";"MW00000";"2009JJ00";"     0.6";"    37.2";"    62.3";"49.1";"13.2";"   179.2";"    84.5"
"2237";"3000   ";"53900";"MW00000";"2010JJ00";"     0.4";"    35.1";"    64.5";"49.8";"14.7";"   179.5";"    85.6"
"2238";"3000   ";"53900";"MW00000";"2011JJ00";"     0.3";"    37.5";"    62.2";"48.2";"14.0";"   179.3";"    85.4"
"2239";"3000   ";"53900";"MW00000";"2012JJ00";"     0.1";"    35.8";"    64.1";"49.6";"14.4";"   179.1";"    85.1"
"2240";"3000   ";"53900";"MW00000";"2013JJ00";"     0.3";"    38.2";"    61.5";"47.3";"14.1";"   179.9";"    85.2"
"2241";"3000   ";"53900";"MW00000";"2014JJ00";"     0.2";"    33.0";"    66.8";"50.6";"16.2";"   179.9";"    86.6"
"2242";"3000   ";"53900";"MW00000";"2015JJ00";"     0.1";"    35.2";"    64.6";"49.6";"15.0";"   180.0";"    86.0"
"2243";"3000   ";"53900";"MW00000";"2016JJ00";"     0.2";"    37.3";"    62.5";"47.8";"14.7";"   180.2";"    85.7"
"2244";"3000   ";"53900";"MW00000";"2017JJ00";"     0.1";"    35.5";"    64.4";"47.6";"16.8";"   180.5";"    87.2"
"2245";"3000   ";"53900";"MW00000";"2018JJ00";"     0.6";"    35.2";"    64.2";"46.7";"17.6";"   180.8";"    87.6"
"2246";"3000   ";"53900";"MW00000";"2019JJ00";"     0.3";"    33.5";"    66.2";"48.7";"17.5";"   181.1";"    87.6"
"2247";"3000   ";"53900";"MW00000";"1981X001";"     0.7";"    47.7";"    51.6";"47.0";"4.6";"   175.3";"    77.6"
"2248";"3000   ";"53900";"MW00000";"1985X001";"     0.7";"    47.1";"    52.2";"47.4";"4.8";"   175.8";"    78.1"
"2249";"3000   ";"53900";"MW00000";"1989X001";"     0.6";"    44.8";"    54.6";"47.2";"7.3";"   175.6";"    78.7"
"2250";"3000   ";"53900";"MW00000";"1993X001";"     0.7";"    42.7";"    56.5";"47.8";"8.8";"   176.3";"    80.0"
"2251";"3000   ";"53900";"MW00000";"1997X001";"     0.4";"    40.2";"    59.4";"48.8";"10.5";"   177.6";"    81.7"
"2252";"3000   ";"53900";"MW00000";"2001X001";"     0.6";"    36.6";"    62.9";"49.1";"13.8";"   178.3";"    83.8"
"2253";"3000   ";"53900";"MW00000";"2005X001";"     0.6";"    35.2";"    64.2";"49.5";"14.7";"   178.8";"    84.7"
"2254";"3000   ";"53900";"MW00000";"2009X001";"     0.4";"    36.4";"    63.2";"49.2";"14.1";"   179.2";"    85.1"
"2255";"3000   ";"53900";"MW00000";"2013X001";"     0.2";"    35.9";"    63.9";"48.9";"15.0";"   180.0";"    85.8"
"2256";"3000   ";"53900";"B000150";"1981JJ00";"     0.3";"     2.3";"     2.3";"2.3";"1.1";"     0.3";"     0.5"
"2257";"3000   ";"53900";"B000150";"1982JJ00";"     0.3";"     2.4";"     2.4";"2.4";"1.0";"     0.3";"     0.5"
"2258";"3000   ";"53900";"B000150";"1983JJ00";"     0.5";"     2.4";"     2.4";"2.4";"1.0";"     0.4";"     0.5"
"2259";"3000   ";"53900";"B000150";"1984JJ00";"     0.5";"     2.4";"     2.4";"2.4";"0.9";"     0.3";"     0.5"
"2260";"3000   ";"53900";"B000150";"1985JJ00";"     0.4";"     2.4";"     2.4";"2.4";"1.1";"     0.3";"     0.5"
"2261";"3000   ";"53900";"B000150";"1986JJ00";"     0.4";"     2.4";"     2.4";"2.4";"1.1";"     0.3";"     0.5"
"2262";"3000   ";"53900";"B000150";"1987JJ00";"     0.4";"     2.5";"     2.5";"2.5";"1.2";"     0.4";"     0.5"
"2263";"3000   ";"53900";"B000150";"1988JJ00";"     0.4";"     2.6";"     2.6";"2.6";"0.7";"     0.4";"     0.5"
"2264";"3000   ";"53900";"B000150";"1989JJ00";"     0.3";"     2.5";"     2.5";"2.5";"1.3";"     0.4";"     0.6"
"2265";"3000   ";"53900";"B000150";"1990JJ00";"     0.5";"     2.7";"     2.7";"2.7";"1.4";"     0.4";"     0.6"
"2266";"3000   ";"53900";"B000150";"1991JJ00";"     0.5";"     2.7";"     2.7";"2.7";"1.5";"     0.3";"     0.6"
"2267";"3000   ";"53900";"B000150";"1992JJ00";"     0.2";"     2.5";"     2.5";"2.5";"1.3";"     0.3";"     0.5"
"2268";"3000   ";"53900";"B000150";"1993JJ00";"     0.3";"     2.5";"     2.5";"2.5";"1.3";"     0.3";"     0.5"
"2269";"3000   ";"53900";"B000150";"1994JJ00";"     0.2";"     2.4";"     2.4";"2.5";"1.5";"     0.4";"     0.5"
"2270";"3000   ";"53900";"B000150";"1995JJ00";"     0.5";"     2.3";"     2.3";"2.3";"1.3";"     0.3";"     0.5"
"2271";"3000   ";"53900";"B000150";"1996JJ00";"     0.4";"     2.4";"     2.4";"2.4";"1.4";"     0.3";"     0.6"
"2272";"3000   ";"53900";"B000150";"1997JJ00";"     0.3";"     2.2";"     2.2";"2.2";"1.4";"     0.3";"     0.5"
"2273";"3000   ";"53900";"B000150";"1998JJ00";"     0.2";"     2.3";"     2.3";"2.4";"1.3";"     0.3";"     0.5"
"2274";"3000   ";"53900";"B000150";"1999JJ00";"     0.3";"     2.2";"     2.2";"2.3";"1.5";"     0.3";"     0.5"
"2275";"3000   ";"53900";"B000150";"2000JJ00";"     0.3";"     2.2";"     2.2";"2.2";"1.4";"     0.3";"     0.5"
"2276";"3000   ";"53900";"B000150";"2001JJ00";"     0.4";"     2.2";"     2.2";"2.3";"1.5";"     0.3";"     0.5"
"2277";"3000   ";"53900";"B000150";"2002JJ00";"     0.4";"     2.1";"     2.1";"2.2";"1.6";"     0.3";"     0.5"
"2278";"3000   ";"53900";"B000150";"2003JJ00";"     0.3";"     2.0";"     2.1";"2.1";"1.4";"     0.3";"     0.5"
"2279";"3000   ";"53900";"B000150";"2004JJ00";"     0.2";"     1.9";"     1.9";"2.0";"1.4";"     0.3";"     0.5"
"2280";"3000   ";"53900";"B000150";"2005JJ00";"     0.3";"     1.9";"     1.9";"2.0";"1.5";"     0.3";"     0.5"
"2281";"3000   ";"53900";"B000150";"2006JJ00";"     0.3";"     2.0";"     2.0";"2.1";"1.4";"     0.3";"     0.5"
"2282";"3000   ";"53900";"B000150";"2007JJ00";"     0.3";"     2.1";"     2.1";"2.1";"1.5";"     0.3";"     0.5"
"2283";"3000   ";"53900";"B000150";"2008JJ00";"     0.4";"     1.9";"     1.9";"2.0";"1.5";"     0.3";"     0.5"
"2284";"3000   ";"53900";"B000150";"2009JJ00";"     0.3";"     2.0";"     2.0";"2.1";"1.4";"     0.3";"     0.5"
"2285";"3000   ";"53900";"B000150";"2010JJ00";"     0.2";"     1.5";"     1.5";"1.5";"1.1";"     0.2";"     0.4"
"2286";"3000   ";"53900";"B000150";"2011JJ00";"     0.2";"     1.6";"     1.6";"1.6";"1.1";"     0.2";"     0.4"
"2287";"3000   ";"53900";"B000150";"2012JJ00";"     0.1";"     1.6";"     1.6";"1.7";"1.2";"     0.2";"     0.4"
"2288";"3000   ";"53900";"B000150";"2013JJ00";"     0.2";"     1.6";"     1.7";"1.7";"1.2";"     0.3";"     0.4"
"2289";"3000   ";"53900";"B000150";"2014JJ00";"     0.2";"     1.9";"     1.9";"2.0";"1.5";"     0.3";"     0.6"
"2290";"3000   ";"53900";"B000150";"2015JJ00";"     0.1";"     1.9";"     1.9";"2.0";"1.5";"     0.3";"     0.6"
"2291";"3000   ";"53900";"B000150";"2016JJ00";"     0.2";"     2.0";"     2.0";"2.0";"1.4";"     0.3";"     0.5"
"2292";"3000   ";"53900";"B000150";"2017JJ00";"     0.1";"     1.9";"     1.9";"2.0";"1.5";"     0.3";"     0.6"
"2293";"3000   ";"53900";"B000150";"2018JJ00";"     0.3";"     1.8";"     1.9";"1.9";"1.5";"     0.3";"     0.6"
"2294";"3000   ";"53900";"B000150";"2019JJ00";"     0.2";"     1.8";"     1.8";"1.9";"1.5";"     0.3";"     0.5"
"2295";"3000   ";"53900";"B000150";"1981X001";"     0.2";"     1.2";"     1.2";"1.2";"0.5";"     0.2";"     0.2"
"2296";"3000   ";"53900";"B000150";"1985X001";"     0.2";"     1.2";"     1.2";"1.2";"0.5";"     0.2";"     0.3"
"2297";"3000   ";"53900";"B000150";"1989X001";"     0.2";"     1.3";"     1.3";"1.3";"0.7";"     0.2";"     0.3"
"2298";"3000   ";"53900";"B000150";"1993X001";"     0.2";"     1.2";"     1.2";"1.2";"0.7";"     0.2";"     0.3"
"2299";"3000   ";"53900";"B000150";"1997X001";"     0.1";"     1.1";"     1.1";"1.1";"0.7";"     0.2";"     0.3"
"2300";"3000   ";"53900";"B000150";"2001X001";"     0.2";"     1.0";"     1.0";"1.1";"0.7";"     0.1";"     0.3"
"2301";"3000   ";"53900";"B000150";"2005X001";"     0.2";"     1.0";"     1.0";"1.0";"0.7";"     0.1";"     0.3"
"2302";"3000   ";"53900";"B000150";"2009X001";"     0.1";"     0.8";"     0.8";"0.8";"0.6";"     0.1";"     0.2"
"2303";"3000   ";"53900";"B000150";"2013X001";"     0.1";"     0.9";"     0.9";"1.0";"0.7";"     0.1";"     0.3"
"2304";"3000   ";"53925";"MW00000";"1981JJ00";"     0.3";"    52.5";"    47.2";"42.5";"4.7";"   173.5";"    75.6"
"2305";"3000   ";"53925";"MW00000";"1982JJ00";"     1.7";"    52.4";"    45.9";"41.4";"4.5";"   173.4";"    74.5"
"2306";"3000   ";"53925";"MW00000";"1983JJ00";"     0.0";"    52.2";"    47.8";"41.4";"6.5";"   173.3";"    75.4"
"2307";"3000   ";"53925";"MW00000";"1984JJ00";"     0.3";"    45.5";"    54.2";"45.1";"9.1";"   174.1";"    77.4"
"2308";"3000   ";"53925";"MW00000";"1985JJ00";"     0.5";"    43.4";"    56.0";"50.3";"5.8";"   174.5";"    77.1"
"2309";"3000   ";"53925";"MW00000";"1986JJ00";"     1.2";"    50.8";"    48.1";"43.0";"5.0";"   175.0";"    76.7"
"2310";"3000   ";"53925";"MW00000";"1987JJ00";"     0.0";"    48.6";"    51.4";"43.0";"8.4";"   174.8";"    77.9"
"2311";"3000   ";"53925";"MW00000";"1988JJ00";"     0.7";"    47.3";"    52.0";"45.7";"6.3";"   174.1";"    76.4"
"2312";"3000   ";"53925";"MW00000";"1989JJ00";"     0.6";"    50.9";"    48.5";"43.1";"5.3";"   174.6";"    77.0"
"2313";"3000   ";"53925";"MW00000";"1990JJ00";"     1.3";"    52.2";"    46.5";"39.3";"7.2";"   174.9";"    76.9"
"2314";"3000   ";"53925";"MW00000";"1991JJ00";"     1.4";"    47.3";"    51.3";"45.7";"5.5";"   175.7";"    77.3"
